,Drift Rate,Self-excitation Speed,Self-excitation Accuracy,Boundary Separation,Non-decision Time Speed,Non-decision Time Accuracy,BIC,Frequency,Participant
0,1.8526693816672277,6.276676245465091,2.472400798432629,1.7420043051051906,0.23088484534131581,0.30203523106479013,-40.67476918837257,2,15
0,1.044503110912534,8.151039380430197,2.521588941360609,1.7350435956666916,0.2475011990073498,0.29497953245782815,142.08579613708656,3,15
0,1.9250889963710738,6.778693896637983,1.2407862280184907,1.1322131704097496,0.3008983046821725,0.41350417195222233,-104.67847001931915,4,15
0,1.7069326925568125,6.513096207092784,1.4392958725972604,1.368014779175852,0.26428061216653603,0.3370668658504469,8.130929399881722,5,15
0,2.07566536414083,6.823816986143056,1.9270269994206812,1.2233915351215066,0.2971185777839541,0.38838122089212535,-137.33774490182418,6,15
0,1.8624152839423216,5.57314274120338,2.957001999276536,1.091545913416113,0.22152077828281447,0.33540026459777056,-123.06862939661264,1,16
0,1.42906639472394,3.797063278343864,2.1988120905130724,1.0081277043164634,0.19897684820365236,0.37723910343494316,109.91505784585638,2,16
0,0.9359453976210589,4.460323967309374,2.4702186605321343,1.2457072319977889,0.16877608526985122,0.3151909176885626,273.7994876061914,3,16
0,1.458658415684843,5.115097085402635,2.984751435874438,1.479353568697122,0.1693872036387416,0.32308270990458055,74.68581641153403,4,16
0,1.3321787088425086,4.748907135775486,2.061324677338004,1.2846361264037638,0.17590873777677946,0.30448548583675406,165.60008680553858,5,16
0,1.4048421081293352,3.606490598604031,2.8689478090644003,1.2449069719552446,0.16236273760552128,0.32228862321536955,155.55362128549564,6,16
0,2.9144389074779933,5.019785376150881,1.178121171018833,1.2800498318293787,0.2644372568533875,0.3178671642204821,-334.6723025437511,1,17
0,2.378575511509151,5.794312480170633,2.1066424256435914,1.4380734259298018,0.2698769125177031,0.33835826264988755,-211.4347202935638,2,17
0,1.7898768328584782,6.219688146122769,3.0591154202725033,1.343672839755408,0.26659996082913484,0.3782378616255914,-22.796718640235007,3,17
0,2.226358614866162,3.9308612819293534,1.6076027359833565,1.1494660931707874,0.27169120425953625,0.3993350784830192,-138.58441744406494,4,17
0,2.2026907675316596,4.607937553092788,1.6516018007770747,1.181635204266366,0.2882866246355001,0.3801277541342957,-146.19558698149808,5,17
0,2.0824574646813474,4.305930037010156,2.168129729575186,2.131993873264207,0.16815642536543934,0.22403331956711103,-54.903330795232144,6,17
